1611187200.0,35468.23000000,35600.00000000,30071.00000000,30850.13000000,131803.18292600,1611273599999,4281220573.93542992,2820752,61805.96152300,2009389821.21275978,0
1611273600.0,30851.99000000,33826.53000000,28850.00000000,32945.17000000,142971.68404900,1611359999999,4483295872.02227268,2707810,70150.18845500,2201161570.49867076,0
1611360000.0,32950.00000000,33456.00000000,31390.16000000,32078.00000000,64595.28767500,1611446399999,2089098295.75843661,1700056,32680.77612800,1057114174.55222724,0
1611446400.0,32078.00000000,33071.00000000,30900.00000000,32259.90000000,57978.03796600,1611532799999,1864609665.36570168,1528287,27826.11919700,895721122.01695440,0
1611532800.0,32259.45000000,34875.00000000,31910.00000000,32254.20000000,88499.22692100,1611619199999,2958759288.56356839,2106548,44489.52413200,1488432034.49242141,0
1611619200.0,32254.19000000,32921.88000000,30837.37000000,32467.77000000,84972.20691000,1611705599999,2708545364.49464120,2010392,42402.31291700,1352678098.86632097,0
1611705600.0,32464.01000000,32557.29000000,29241.72000000,30366.15000000,95911.96171100,1611791999999,2958081421.64155914,2065953,46664.38163800,1440079785.12051182,0
1611792000.0,30362.19000000,33783.98000000,29842.10000000,33364.86000000,92621.14561700,1611878399999,2953553214.06568187,2060660,46067.78232600,1468956156.48507130,0
1611878400.0,33368.18000000,38531.90000000,31915.40000000,34252.20000000,231827.00562600,1611964799999,8195593336.22846664,4403349,116537.24784700,4121941033.63732514,0
1611964800.0,34246.28000000,34933.00000000,32825.00000000,34262.88000000,84889.68134000,1612051199999,2884500062.93807842,2201040,42418.46709900,1441981400.65363825,0
1612051200.0,34262.89000000,34342.69000000,32171.67000000,33092.98000000,68742.28038400,1612137599999,2289641045.75801233,1707064,32480.44735800,1082502551.52057114,0
1612137600.0,33092.97000000,34717.27000000,32296.16000000,33526.37000000,82718.27688200,1612223999999,2791776658.00560560,1810492,41855.84148600,1413158966.72809792,0
1612224000.0,33517.09000000,35984.33000000,33418.00000000,35466.24000000,78056.65988000,1612310399999,2716321896.31760851,1789672,39216.56310600,1364790964.63689959,0
1612310400.0,35472.71000000,37662.63000000,35362.38000000,37618.87000000,80784.33366300,1612396799999,2951232788.18430528,1881740,39863.07506000,1456248046.14191715,0
1612396800.0,37620.26000000,38708.27000000,36161.95000000,36936.66000000,92080.73589800,1612483199999,3452669022.15329251,2211866,45516.21369000,1707710013.88953844,0
1612483200.0,36936.65000000,38310.12000000,36570.00000000,38290.24000000,66681.33427500,1612569599999,2509278291.75158661,1853253,32756.38503100,1232713879.83813833,0
1612569600.0,38289.32000000,40955.51000000,38215.94000000,39186.94000000,98757.31118300,1612655999999,3922095148.92815047,2291646,52015.51336200,2065180747.34722405,0
1612656000.0,39181.01000000,39700.00000000,37351.00000000,38795.69000000,84363.67976300,1612742399999,3256521384.24061093,1976357,40764.38895900,1574482907.56390225,0
1612742400.0,38795.69000000,46794.45000000,37988.89000000,46374.87000000,138597.53691400,1612828799999,5881536976.63569947,3230961,72345.89156800,3069313839.44113577,0
1612828800.0,46374.86000000,48142.19000000,44961.09000000,46420.42000000,115499.86171200,1612915199999,5386255398.01718726,3119034,57429.56434700,2679451036.49180349,0
1612915200.0,46420.42000000,47310.00000000,43727.00000000,44807.58000000,97154.18220000,1613001599999,4431650130.25110525,2891592,47971.98573100,2190231238.81758670,0
1613001600.0,44807.58000000,48678.90000000,43994.02000000,47969.51000000,89561.08145400,1613087999999,4185630934.41089499,2570949,46138.33674000,2158335922.69232338,0
1613088000.0,47968.66000000,48985.80000000,46125.00000000,47287.60000000,85870.03569700,1613174399999,4080571908.96766153,2418841,41841.03913500,1990472918.92858487,0
1613174400.0,47298.15000000,48150.00000000,46202.53000000,47153.69000000,63768.09739900,1613260799999,3007710147.41815964,2058823,30996.30985900,1462495399.99281157,0
1613260800.0,47156.78000000,49707.43000000,47014.17000000,48577.79000000,73735.47553300,1613347199999,3584808348.83473272,2090070,38752.15668100,1884009921.06286063,0
1613347200.0,48580.47000000,49010.92000000,45570.79000000,47911.10000000,79398.15678400,1613433599999,3782219060.66472205,2313155,38176.36466100,1819251655.78142706,0
1613433600.0,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800,1613519999999,4349983777.69236727,2199849,45608.60383800,2236524604.98835597,0
1613520000.0,49133.45000000,52618.74000000,48947.00000000,52119.71000000,85743.63781800,1613606399999,4365831514.81529820,2514374,45055.44624100,2294099235.28002256,0
1613606400.0,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400,1613692799999,3149973077.48746591,1891592,28893.35862300,1498231635.84390890,0
1613692800.0,51552.61000000,56368.00000000,50710.20000000,55906.00000000,79659.77802000,1613779199999,4251167827.68424644,2339215,40556.02024600,2164871310.22394144,0
1613779200.0,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400,1613865599999,4551890859.85127464,2642846,38636.06627400,2172833878.44096487,0
1613865600.0,55841.19000000,58352.80000000,55477.59000000,57408.57000000,58166.70851100,1613951999999,3317998263.34788921,1950533,29506.08908500,1683107088.15736952,0
1613952000.0,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400,1614038399999,7213386720.43679782,3313083,63677.66197900,3427217154.52097287,0
1614038400.0,54087.67000000,54183.59000000,44892.56000000,48891.00000000,169375.02505100,1614124799999,8215839131.24338574,3825196,82464.14299200,4002195292.09735604,0
1614124800.0,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200,1614211199999,4574033001.37953613,2194532,45750.71483100,2278566606.13834688,0
1614211200.0,49676.21000000,52041.73000000,46674.34000000,47073.73000000,83310.67312100,1614297599999,4152188728.14161469,2305679,40610.66475900,2026068517.64636189,0
1614297600.0,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300,1614383999999,5086374532.73461493,2371766,53626.90462200,2494190193.25228294,0
1614384000.0,46276.88000000,48394.00000000,45000.00000000,46106.43000000,66060.83429200,1614470399999,3105897438.55097179,1757720,31987.01964700,1505012110.94959802,0
1614470400.0,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200,1614556799999,3708359965.45458128,1838345,40688.17185000,1817797446.60238093,0
1614556800.0,45134.11000000,49790.00000000,44950.53000000,49587.03000000,85086.11164800,1614643199999,4057515794.86572823,2147223,42616.99436100,2032566685.61430702,0
1614643200.0,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000,1614729599999,3120472069.90945280,1855583,31377.03807700,1525145370.14352052,0
1614729600.0,48436.61000000,52640.00000000,48100.71000000,50349.37000000,81035.91370500,1614815999999,4109521257.54070026,2242131,40955.36839900,2077586898.67821050,0
1614816000.0,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900,1614902399999,4079837240.85676201,2291936,40269.97788800,1987955554.80481454,0
1614902400.0,48374.09000000,49448.93000000,46300.00000000,48751.71000000,78192.49637200,1614988799999,3727133104.83731038,2054216,38318.31037700,1827025012.21754943,0
1614988800.0,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200,1615075199999,2143910705.29150321,1476474,21500.61561700,1038365872.97995482,0
1615075200.0,48882.20000000,51450.03000000,48882.20000000,50971.75000000,55235.02803200,1615161599999,2778875909.44912621,1758101,27885.59696400,1402782879.72115338,0
1615161600.0,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400,1615247999999,3400847931.03607402,1999401,33595.42957000,1706117798.10549939,0
1615248000.0,52375.18000000,54895.00000000,51789.41000000,54884.50000000,71656.73707600,1615334399999,3861450964.65490351,2194398,35011.54108600,1886844773.68462989,0
1615334400.0,54874.67000000,57387.69000000,53005.00000000,55851.59000000,84749.23894300,1615420799999,4700197563.35921245,2647284,42651.88740500,2366856292.86677151,0
1615420800.0,55851.59000000,58150.00000000,54272.82000000,57773.16000000,81914.81285900,1615507199999,4612366201.00222005,2509970,40603.44966800,2288704819.09510673,0
1615507200.0,57773.15000000,58081.51000000,54962.84000000,57221.72000000,73405.40604700,1615593599999,4162054726.37883880,2489931,35802.94146200,2030616300.47343136,0
1615593600.0,57221.72000000,61844.00000000,56078.23000000,61188.39000000,83245.09134600,1615679999999,4933383453.24597802,2559002,44387.23191800,2631390814.77279265,0
1615680000.0,61188.38000000,61724.79000000,58966.78000000,58968.31000000,52601.05275000,1615766399999,3176397573.88464251,1829769,25325.26705000,1530051005.39804023,0
1615766400.0,58976.08000000,60633.43000000,54600.00000000,55605.20000000,102771.42729800,1615852799999,5874241052.09337221,2683815,49825.43834700,2848907086.63436949,0
1615852800.0,55605.20000000,56938.29000000,53271.34000000,56900.75000000,77986.69435500,1615939199999,4304259207.64509981,2241208,37825.50149300,2088111362.55123841,0
